"scientific_name"	"DE-14644-S2_cleaned_nohuman_nofp_noMouse"	"DE-14645-S2_cleaned_nohuman_nofp_noMouse"	"DE-14646-S2_cleaned_nohuman_nofp_noMouse"	"DE-14647-S2_bleu_CB_2603_S4"	"DE-14648-S2_bleu_CB_2803_S5"	"DE-14649-S2_bleu_CB_3103_S6"	"DE-14650-S2_bleu_M9_CA_1703_S7"	"DE-14651-S2_bleu_M9_CA_2203_S8"	"DE-14652-S2_bleu_M9_CA_2403_S9"	"DE-14653-S2_bleu_M9_CA_2603_S10"	"DE-14654-S2_bleu_M9_CA_2803_S11"	"DE-14655-S2_bleu_M9_CA_3103_S12"	"DE-14656-S5_SM_CB_1703_S13"	"DE-14657-S5_SM_CB_2203_S14"	"DE-14658-S5_SM_CB_2403_S15"	"DE-14659-S5_SM_CB_2603_S16"	"DE-14660-S5_SM_CB_2803_S17"	"DE-14661-S5_SM_CB_3103_S18"	"DE-14662-S5_SM_M12_CA_1703_S19"	"DE-14663-S5_SM_M12_CA_2203_S20"	"DE-14664-S5_SM_M12_CA_2403_S21"	"DE-14665-S5_SM_M12_CA_2603_S22"	"DE-14666-S5_SM_M12_CA_2803_S23"	"DE-14667-S5_SM_M12_CA_3103_S24"	"DE-14668-S3_noir_M10_CA_1703_S25"	"DE-14669-S3_noir_M10_CA_2203_S26"	"DE-14670-S3_noir_M10_CA_2403_S27"	"DE-14671-S3_noir_M10_CA_2603_S28"	"DE-14672-S3_noir_M10_CA_2803_S29"	"DE-14673-S3_noir_M10_CA_3103_S30"	"DE-14674-S2_bleu_CF_1703_S31"	"DE-14675-S2_bleu_CF_2203_S32"	"DE-14676-S2_bleu_CF_2403_S33"	"DE-14677-S2_bleu_CF_2603_S34"	"DE-14678-S2_bleu_CF_2803_S35"	"DE-14679-S2_bleu_CF_3103_S36"	"DE-14680-S2_bleu_M9_CE_1703_S37"	"DE-14681-S2_bleu_M9_CE_2203_S38"	"DE-14682-S2_bleu_M9_CE_2403_S39"	"DE-14683-S2_bleu_M9_CE_2603_S40"	"DE-14684-S2_bleu_M9_CE_2803_S41"	"DE-14685-S2_bleu_M9_CE_3103_S42"	"DE-14686-S5_SM_CF_1703_S43"	"DE-14687-S5_SM_CF_2203_S44"	"DE-14688-S5_SM_CF_2403_S45"	"DE-14689-S5_SM_CF_2603_S46"	"DE-14690-S5_SM_CF_2803_S47"	"DE-14691-S5_SM_CF_3103_S48"	"DE-14692-S5_SM_M12_CE_1703_S49"	"DE-14693-S5_SM_M12_CE_2203_S50"	"DE-14694-S5_SM_M12_CE_2403_S51"	"DE-14695-S5_SM_M12_CE_2603_S52"	"DE-14696-S5_SM_M12_CE_2803_S53"	"DE-14697-S5_SM_M12_CE_3103_S54"	"DE-14698-S3_noir_M10_CE_1703_S55"	"DE-14699-S3_noir_M10_CE_2203_S56"	"DE-14700-S3_noir_M10_CE_2403_S57"	"DE-14701-S3_noir_M10_CE_2603_S58"	"DE-14702-S3_noir_M10_CE_2803_S59"	"DE-14703-S3_noir_M10_CE_3103_S60"	"DE-14704-S4_rose_CD_1703_S61"	"DE-14705-S4_rose_CD_2203_S62"	"DE-14706-S4_rose_CD_2403_S63"	"DE-14707-S4_rose_CD_2603_S64"	"DE-14708-S4_rose_CD_2803_S65"	"DE-14709-S4_rose_CD_3103_S66"	"DE-14710-S3_noir_CD_1703_S67"	"DE-14711-S3_noir_CD_2203_S68"	"DE-14712-S3_noir_CD_2403_S69"	"DE-14713-S3_noir_CD_2603_S70"	"DE-14714-S3_noir_CD_2803_S71"	"DE-14715-S3_noir_CD_3103_S72"	"DE-14716-S5_SM_M12_CC_1703_S73"	"DE-14717-S5_SM_M12_CC_2203_S74"	"DE-14718-S5_SM_M12_CC_2403_S75"	"DE-14719-S5_SM_M12_CC_2603_S76"	"DE-14720-S5_SM_M12_CC_3103_S78"	"DE-14721-S5_SM_M12_CC_2803_S77"	"DE-14722-S2_bleu_M9_CC_1703_S79"	"DE-14723-S2_bleu_M9_CC_2203_S80"	"DE-14724-S2_bleu_M9_CC_2403_S81"	"DE-14725-S2_bleu_M9_CC_2603_S82"	"DE-14726-S2_bleu_M9_CC_2803_S83"	"DE-14727-S2_bleu_M9_CC_3103_S84"	"DE-14728-S3_noir_M10_CC_1703_S85"	"DE-14729-S3_noir_M10_CC_2203_S86"	"DE-14730-S3_noir_M10_CC_2403_S87"	"DE-14732-S3_noir_M10_CC_2803_S88"	"DE-14733-S3_noir_M10_CC_3103_S89"
"uncultured bacterium"	5,349	4,663	1,974	9	233	734	6,846	3,762	922	59	802	2,721	6,694	9,812	633	5,604	410	619	6,991	3,863	291	204	3,572	8,208	7,016	3,203	341	1,258	488	13,381	33,913	5,765	1,876	1,567	491	10,351	28,757	16,210	25,376	2,176	139	365	21,728	8,306	1,806	700	938	1,885	25,905	8,625	4,139	1,065	300	362	51,676	4,795	5,636	1,874	711	365	8,488	189	172	414	69	467	20,456	326	126	13	231	563	29,046	12	37	26	210	216	9,037	15,844	253	14	338	206	18,883	7,580	575	62	157
"Muribaculaceae bacterium"	78,389	115,958	467	0	15	4,705	138,336	92,818	876	10	14,724	83,052	237,589	137,343	1,034	35	13	2,045	131,796	195,128	270	8	38,343	70,892	246,504	67,228	3,289	76	1,188	212,352	463,981	89,540	2,327	6	14	188,770	315,121	134,026	8,673	17	6	4	214,450	115,882	995	15	23	39,386	240,802	43,626	2,503	8	9	13	461,420	40,647	7,079	10	65	14	176,673	187	36	34	8	21	226,432	952	2	97	46	5	474,274	36	73	8	17	26	110,150	116,344	2,130	16	31	3	219,498	84,550	2,935	3	6
"Phocaeicola vulgatus"	2,980	6,083	88	0	56	7,003	4,791	8,107	91	20	4,773	3,664	5,681	9,731	166	7	460	3,240	4,444	10,372	6	90	12,365	3,464	6,566	7,710	183	3	1,506	16,103	17,900	4,781	348	0	1,433	15,070	14,418	7,785	2,411	1	33	1,349	9,938	7,387	111	3	386	2,534	10,062	6,612	572	1	821	1,595	19,525	4,025	853	3	311	1,231	6,662	172	5	0	12	642	9,173	686	23	12	159	142	14,920	1	4	0	146	131	4,495	3,994	120	0	205	3	11,609	6,697	266	65	112
"Triticum aestivum"	6	2	161	19	14	537	14	1	2	2	17	5	10	3	10,523	21	1	0	8	4	19	4	3	1	452	3	8	34	22	7	8	4	34	21	6	59	3	31	25	402	8	0	9	42	362	17	116	1	9	31	82	7,018	1	7	20	42	110	3,613	10	11	124	171	1,621	1,050	4	6	1	35	32	1	11	36	412	240	12	2	3	0	31	1,318	1	2	21	2	635	224	97	3	4
"Paramuribaculum intestinale"	122,226	46,086	130	0	112	4,469	130,529	34,141	280	2	12,594	46,728	214,455	65,294	177	19	0	1,539	105,241	59,897	86	3	15,067	61,431	372,753	31,783	1,058	53	534	175,963	312,673	30,178	865	1	5	47,461	197,647	78,199	3,973	6	0	4	109,047	43,989	361	8	3	11,766	260,035	23,967	1,039	4	0	3	542,874	20,507	3,034	4	51	8	165,328	155	20	38	7	16	172,638	547	3	112	16	2	565,494	30	41	14	1	14	273,724	79,158	978	24	7	0	750,025	40,869	1,169	0	0
"Bacteroides xylanisolvens"	384	9,426	104	0	13,433	18,876	483	14,108	105	653	16,574	1,244	558	18,683	147	33	13,108	15,669	1,458	13,445	15	6,887	13,761	2,009	732	10,759	48	17	15,918	3,563	1,648	19,418	732	6	10,406	8,946	1,895	11,119	4,129	14	9,331	9,138	1,481	20,604	279	2	37,759	6,754	1,334	17,913	616	6	11,203	18,797	1,466	5,052	700	8	11,571	12,341	626	152	0	9	1,370	11,442	1,407	2,579	75	19	9,557	6,851	2,469	9	40	2	13,100	12,362	413	8,805	68	2	15,214	1,873	4,197	35,124	557	4,480	10,660
"Ligilactobacillus murinus"	48,424	0	0	0	0	6	19,042	0	4	0	1,025	4,601	82,033	10	1	1	1	1	55,979	18	0	0	197	1,977	62,722	4	8	19	32	2,517	9,000	0	0	2	3	12	39,828	174	2,392	114,539	23,287	5,038	155,854	9	18	18	1	2	52,450	9	614	9,120	109,209	17,276	117,659	64	1,039	25,473	25,215	21,165	93,568	107	13	27	8	24	41,155	0	0	110	22	22	63,898	15	5	6,208	293,160	769,475	75,636	0	39	34	13,177	10,052	426,503	5	12	2,472	41,538
"Achromobacter xylosoxidans"	16	9	23	33	1	33	1	46	52	3	19	5	32	13	52	108	3	12	4	42	4	93	29	11	5	59	28	15	5	40	52	34	16	15	10	63	5	11	109	9	10	19	5	13	14	7	9	1	17	16	34	4	18	8	10	7	104	15	5	18	7	90	26	41	20	30	40	1	45	117	94	7	9	80	6	1	23	23	50	11	6	14	44	1	21	25	9	9	3
"Hordeum vulgare"	32	224	849	96	82	4,493	4,011	78	270	3	2,070	21	181	113	211	125	29	21	33	200	730	27	32	2	1,154	651	91	798	162	196	16	209	3,798	1,535	3	535	25	283	183	15,609	95	3	145	378	6,937	348	2,332	847	65	3,979	3,323	523	7	29	70	10,967	178	7,536	124	812	2,694	87	8,061	218,446	133	2	7	8	9	0	119	408	87	28,581	605	8	46	19	75	484	3	2	67	109	16,688	56,181	10,039	15	28
"Bacteroides caccae CL03T12C61"	64	4,028	47	0	69,926	42,238	40	3,024	23	947	30,693	2,374	150	14,769	193	18	65,207	58,511	155	16,172	16	2,338	9,500	335	120	19,465	88	8	4,617	1,429	212	3,373	121	1	2	54	116	3,352	1,186	28	34,954	29,613	299	10,781	63	4	0	17	184	32,008	1,082	3	37,393	70,035	120	18,470	1,596	18	43,297	43,550	114	74	4	2	0	1	240	2,442	26	31	4	0	272	4	12	1	4,745	3,458	71	2,501	7	1	6,006	6,628	1,248	58,295	659	348	2,144
"Bacteroides stercoris"	22	695	23	0	0	266	122	182	0	0	201	87	52	1,544	6	2	198	200	89	227	0	47	431	148	399	240	4	1	160	202	410	1,021	30	0	555	148	124	2,377	385	0	0	283	131	902	4	0	88	138	122	1,990	49	0	401	536	369	772	95	0	149	323	61	72	1	0	7	293	133	63	13	0	92	75	281	0	0	2	81	59	85	394	2	0	91	5	45	215	0	36	61
"Bacteroides fragilis"	201	1,736	40	0	69	1,110	258	1,761	29	26	1,280	375	421	3,860	21	9	299	603	516	1,899	1	313	1,435	401	385	1,583	24	1	986	1,930	501	1,605	102	4	1,249	1,091	653	3,259	1,102	7	351	745	594	2,313	37	3	709	420	514	3,106	199	5	817	1,358	695	1,311	269	1	597	902	423	71	5	1	59	849	573	257	13	3	493	431	902	0	2	0	662	589	167	976	27	0	774	36	1,753	1,815	62	266	588
"Muribaculaceae bacterium MF13079"	17,070	16,570	73	0	23	9,783	74,276	17,532	179	20	9,335	13,203	99,401	22,272	186	4	1	4,206	116,637	30,623	55	12	20,635	15,120	63,587	17,719	458	16	2,121	48,125	154,211	11,945	408	0	2	28,960	110,495	24,623	1,713	4	0	1	154,888	18,746	190	1	5	5,898	114,283	6,610	391	0	0	0	235,027	7,566	1,171	2	29	5	92,998	70	12	8	2	3	122,236	250	0	62	8	0	217,869	13	19	3	1	7	55,738	22,718	370	6	8	0	163,528	83,197	595	0	0
"Achromobacter deleyi"	8	1	10	53	1	15	2	61	33	3	30	8	37	10	47	107	4	6	2	36	1	68	21	10	8	44	24	15	15	51	41	18	4	12	2	66	6	20	123	12	4	10	11	7	15	6	4	1	10	11	23	2	15	4	12	12	109	4	3	12	10	66	13	43	44	27	39	0	58	131	89	4	11	82	5	2	30	34	50	7	11	5	30	1	25	25	11	5	5
"Bacteroides faecis"	196	4,769	51	0	60,795	38,900	163	3,859	35	824	29,237	2,372	452	17,087	170	32	57,226	52,568	420	15,759	8	2,358	10,670	541	339	19,937	109	10	4,975	2,327	813	3,521	124	0	563	471	819	3,607	1,345	24	31,212	27,778	733	11,202	81	1	683	142	486	29,644	1,194	7	33,320	62,344	569	16,499	1,894	25	38,232	38,719	378	64	1	3	79	545	628	2,298	24	22	515	340	1,087	2	14	1	4,900	3,695	214	2,957	14	3	6,008	6,062	1,890	54,117	741	548	2,268
"Parabacteroides distasonis ATCC 8503"	0	582	22	0	0	34	0	0	0	1	0	0	0	968	5	0	175	101	0	0	0	1	0	0	0	0	0	0	0	0	10	720	35	0	571	101	10	1,867	260	5	0	248	8	533	6	0	52	141	4	1,837	41	4	375	542	7	696	42	4	123	305	1	56	0	0	0	188	7	48	12	0	2	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Enterococcus gallinarum"	0	3	4	208	49	23	8	0	171	28	1	1	0	0	0	52	9	1	0	1	0	182	0	1	0	0	0	33	1	0	0	0	67	17,135	1,601	2,343	0	3	3,915	33,033	3,804	1,245	1	9	1,317	22,429	6,667	468	0	5	634	10,847	5,891	5,609	0	0	2,281	43,755	4,648	3,934	0	54	20	847	40	54	0	0	2	85	106	92	2	7	4	5	909	220	0	0	2	9	138	37	0	1	3	8	1,080
"Bacteroides difficilis"	6	320	7	0	173	95	6	360	9	14	164	10	6	803	25	6	217	194	21	328	1	113	938	6	10	168	5	35	268	34	34	378	8	95	342	103	39	769	172	166	85	167	29	414	6	132	172	118	33	855	20	86	302	360	29	277	25	129	158	222	8	51	0	1	11	223	31	43	3	1	184	98	35	0	0	0	189	162	4	99	2	0	247	32	84	235	5	72	141
"uncultured Burkholderiales bacterium"	14	867	2,071	5	22	14	14	1,016	944	16	43	5	21	343	369	2,557	391	315	25	220	133	37	3	2	2	213	173	3,613	1,045	18	16	3,900	2,614	4,464	251	4	78	16,792	108,631	8,120	76	67	22	1,104	8,041	729	25	7	72	20,822	11,469	4,027	55	121	98	9,040	11,802	2,031	83	47	18	47	168	1,007	49	705	199	582	159	0	220	625	21	1	7	4	3	12	20	1,263	351	4	262	13	68	1,867	555	1	0
"Lachnospiraceae bacterium JLR.KK009"	31,907	173	1	3	5,854	16,291	87,612	424	31	132	4,245	24,936	98,777	252	56	10,525	1,576	10,998	14,495	300	0	437	57,984	20,600	11,919	117	4	111	954	12,102	44,137	26	0	0	6,182	5,339	207,570	65	14	5,983	119	4,432	19,812	68	10	803	22,999	9,175	14,849	36	81	4	534	894	59,941	410	13	279	38	2,392	39,813	47	14	699	775	23,192	95,751	1	1	30	6,984	31,629	39,434	22	10	9	1,940	373	3,047	1,226	13	1	360	8,955	28,332	1,987	119	227	4,712
"Turicimonas muris"	2	64	89	8	61	87	6	116	103	33	60	11	4	173	8	784	134	48	9	179	19	127	144	5	12	284	32	335	71	10	19	86	36	195	91	88	17	1	29	355	48	52	9	188	161	185	166	13	21	83	67	123	64	137	38	8	48	227	77	105	8	46	104	355	16	54	6	31	91	0	116	71	26	0	3	11	204	45	8	160	28	1	86	17	17	162	78	16	109
"Cynoglossus semilaevis"	0	208	0	3	362	939	51	204	9	68	220	112	3	789	21	14	650	345	44	427	1	272	506	32	1	1,028	23	67	222	377	30	176	7	0	150	864	266	396	282	171	22	136	29	589	11	0	357	43	44	427	97	6	164	273	78	187	83	82	280	464	73	40	1	2,306	11	121	27	4	0	0	509	532	113	0	0	0	72	114	6	652	6	0	75	76	0	422	64	41	0
"Mus musculus"	25	0	32	464	21	20	599	0	11	2	7	5	5	18	5	185	2	2	50	7	2	1	0	2	56	57	10	10	10	10	24	6	19	7	2	82	168	53	53	216	2	0	878	13	46	53	13	2	1	98	6	42	4	0	50	4	212	60	2	1	38	37	283	36	5	13	14	0	488	1,479	6	7	151	121	4	5	63	47	423	200	0	479	16	1	34	10	6	2	7
"Rhodococcoides fascians"	7	5	19	18	8	31	2	15	8	1	58	9	9	17	43	84	13	2	19	35	7	22	29	3	4	14	59	37	13	20	9	13	20	17	8	127	16	55	139	47	0	3	15	20	43	19	17	3	17	44	115	12	6	16	13	10	33	37	13	27	14	35	36	104	41	4	8	0	9	0	50	35	33	81	9	2	14	16	51	35	3	1	13	2	43	34	16	1	14
"Faucicola osloensis"	2	0	1	0	0	0	0	0	18	0	0	0	0	0	11	0	0	0	3	3	0	3	104	2	0	0	7	8	3	1	1	28	0	0	5	1	2	13	2	1	0	0	76	1	0	3	0	0	3	0	0	0	0	0	0	0	4	5	0	0	8	34	2	2	0	0	1	0	0	1	2	0	2	13	1	1	0	0	7	1	0	0	1	0	0	1	15	1	0
"Bacteroides faecium"	1,788	14,700	15	0	2,114	1,733	3,883	6,584	19	97	2,287	107	1,752	63,222	73	17	2,061	1,996	11,151	15,200	2	1,229	1,350	75	4,581	3,189	21	8	2,549	114	13,098	1,275	31	1	1,895	1,395	14,695	2,859	719	3	993	1,061	11,392	10,020	18	2	1,959	419	10,925	2,648	108	4	1,311	2,032	12,723	1,015	134	2	1,261	1,498	3,469	34	0	4	222	2,101	10,470	400	20	10	1,827	1,295	19,466	0	4	0	2,228	2,079	2,836	3,889	14	4	2,778	322	27,347	6,884	71	867	1,917
"Triticum monococcum"	1	1	26	2	3	113	1	0	0	0	6	0	1	0	2,014	2	0	1	0	1	1	0	0	0	94	0	2	10	7	0	0	1	7	6	1	10	0	4	7	92	0	0	3	11	76	1	22	1	0	7	16	1,421	1	2	1	12	30	740	1	3	14	30	323	137	1	1	0	9	11	0	2	5	67	28	2	1	0	0	7	257	0	0	1	2	107	17	19	0	2
"Rathayibacter festucae"	7	15	14	7	10	14	1	17	2	0	70	5	17	6	44	38	5	2	8	41	10	6	16	2	11	13	29	22	16	36	10	14	12	16	5	97	7	34	72	31	4	7	14	25	32	7	6	1	12	26	127	9	13	15	4	3	20	14	8	34	11	27	31	176	30	0	6	3	5	0	31	22	19	77	3	2	10	2	30	20	1	0	13	5	42	28	18	2	10
"Bacteroides hominis"	351	676	18	0	220	538	219	902	3	13	798	293	616	948	4	0	296	386	227	1,385	0	101	783	370	243	783	1	2	370	1,177	314	469	33	5	362	193	819	871	259	10	127	192	391	762	9	0	254	100	223	969	50	4	232	460	419	432	60	3	221	286	385	22	0	1	13	287	240	87	3	1	189	140	628	2	1	0	207	220	132	268	11	0	292	42	1,908	903	11	101	204
"Bacteroides thetaiotaomicron"	1,342	3,064	21	0	247	2,107	2,323	2,302	26	20	3,681	2,759	1,426	11,563	32	1	239	781	4,061	3,403	1	226	2,955	4,803	2,639	1,204	18	2	665	28,115	3,513	959	61	1	600	388	3,852	1,630	676	0	75	178	3,201	3,055	23	0	548	134	3,423	1,548	116	1	246	361	3,807	598	118	0	179	234	1,618	22	0	0	41	493	2,955	279	8	3	387	274	5,515	2	4	0	473	429	978	968	11	0	642	29	7,759	3,552	58	159	428
"Myoviridae sp. ctrCp2"	0	148	7	0	0	3	0	0	0	0	0	0	0	268	0	0	55	23	0	0	0	0	0	0	0	0	0	0	0	0	1	174	8	0	162	27	0	445	68	0	0	63	1	147	1	0	27	38	2	497	3	0	96	158	1	151	20	0	28	71	0	21	0	0	0	53	6	14	6	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Escherichia coli"	4	1	44	19,164	9,958	253	1	3	31	0	486	0	10	4	68	4,164	48,982	428	2	3	5	2	39	0	2	1	46	18	1,879	5	19	0	18	12	0	2	4	3	21	2	622	4,409	6	2	95	9	1	0	9	0	34	0	2,043	12,163	25	1	240	6	5,673	3,482	7	21	927,077	412,202	39,399	107	3	0	841,142	3,648	19,934	768	26	344,831	629,597	407,653	13,699	217,293	33	1	504,667	60,365	199,464	51	10	9	930,916	78,406	12,494
"Clostridioides difficile"	164	1	14	2,280	1,131	2,099	328	7,191	446,719	14,299	2,037	98	275	6	2	613,952	4,828	1,889	65	17,575	23,122	17,073	815	169	44	87,734	158,673	113,185	7,956	85	137	1	165,633	57,672	4,165	7,124	777	3	6,231,155	190,662	1,601	4,770	91	63	276,202	247,885	10,918	919	36	15	133,752	27,458	3,158	103	248	1	2,664,960	93,282	5,226	5,049	143	21	14	52,513	244	1,129	275	0	184	1,405	2,439	339	276	5	1	2,746	2,295	7,799	6	9	0	17,412	4,519	239	143	11	1	677	205
"Agrobacterium rosae"	0	1	13	0	2	13	0	1	13	1	5	2	3	0	12	20	0	0	0	0	2	2	5	0	0	0	8	24	4	0	0	47	10	10	3	3	1	14	52	23	0	5	3	0	5	34	3	0	23	5	49	8	2	2	0	0	8	19	5	4	2	20	54	15	28	1	5	4	29	0	1,704	3	5	64	4	4	4	3	3	1	4	1	0	6	2	1	5	0	7
"Enterococcus casseliflavus"	0	655	980	32,456	7,329	2,501	1	43	24,776	3,596	539	5	0	0	20	10,642	1,553	43	0	46	131	33,752	11	4	0	2	39	6,414	442	52	0	0	1	86	27	103	0	1	19	309	1,168	601	0	2	13	116	29	6	0	2	76	49	6,485	3,256	0	0	9	190	3,975	1,649	0	19	2,026	125,925	6,971	1,308	1	0	280	376	16,777	452	5	8	3	11	15,481	30,957	0	0	1	62	20,734	2	0	2	1	1,088	17
"Bacteroides ovatus"	285	2,138	14	0	4,522	4,264	477	1,771	11	111	2,695	186	537	7,841	26	1	4,245	4,472	1,198	2,959	0	811	1,563	389	700	1,982	4	1	1,459	566	1,460	840	36	1	760	630	1,658	1,368	540	5	2,913	2,814	1,141	2,932	26	2	1,003	207	1,393	3,981	149	1	3,513	5,765	1,479	1,442	184	1	3,825	3,756	547	19	3	3	110	925	1,080	432	8	4	852	524	2,264	2	4	0	1,333	1,235	320	921	10	0	1,567	534	3,680	7,426	105	372	962
"Bacteroides nordii"	2,710	5,274	0	0	0	19	2,505	1,499	0	0	2	6,065	12,247	3,188	9	1	0	4	3,027	4,237	0	0	1,874	7,925	13,206	310	0	2	4	20,697	16,861	517	11	0	0	0	3,538	1,826	90	0	0	0	9,484	2,673	5	2	0	1	10,657	62	3	0	0	2	11,406	378	24	0	1	0	4,967	19	0	1	1	1	7,272	30	0	0	1	1	20,391	2	0	1	0	0	7,140	664	17	0	0	0	28,203	3,361	9	0	0
"Myoviridae sp. ctHaT25"	1	538	639	2	4	3	1	205	312	12	16	1	13	253	176	1,714	47	49	0	126	91	25	2	0	3	107	112	374	72	3	1	232	593	509	15	2	11	1,251	8,498	658	11	8	2	78	539	48	4	0	4	1,179	1,380	355	11	24	6	513	1,986	566	4	5	2	16	46	69	4	69	9	14	15	0	14	29	9	0	1	0	1	2	3	149	31	0	14	1	15	103	84	2	0
"Kocuria palustris"	2	0	0	22	0	0	0	0	4	0	9	0	34	2	1	0	0	0	4	0	0	0	4	0	0	0	0	0	0	2	0	7	0	2	0	2	0	3	5	1	0	0	0	3	0	0	0	0	5	1	3	1	2	0	24	1	4	0	0	1	0	16	0	6	6	129	2	0	0	4	4	6	3	2	1	0	0	0	0	1	0	1	0	0	2	2	0	0	1
"Malassezia restricta"	64	3	8	17	2	32	6	19	9	2	2	6	28	2	34	81	2	0	11	13	1	4	11	2	2	3	11	11	1	0	5	3	0	6	8	3	3	8	13	7	1	0	8	1	2	1	1	1	6	11	10	1	8	4	17	4	143	7	4	11	4	16	8	31	7	1	14	0	11	51	11	5	11	17	7	1	5	8	6	2	4	14	3	0	23	12	3	3	1
"Enterococcus faecalis"	551	0	12	2,881	130	242	1,184	9	2,844	7	79	244	2,019	3	224	1,935	168	229	289	769	2,380	97	2,060	451	141	4	149	200	89	145	420	159	101	339	59	117	2,174	11	123,787	8,119	709	247	271	1	2,180	150	261	184	138	909	69,042	2,353	817	67	1,463	0	14,632	6,674	315	269	659	16	4,446	7,670	1,723	1,189	780	2	4,246	15	874	625	1,039	171	1,038	21,893	1,459	99,646	144	2,285	388	5,369	1,409	197	685	12,772	944	1,654	447
"Firmicutes bacterium ASF500"	16,910	0	0	0	24,574	65,071	31,356	5	7	108	1,663	5,748	77,897	4	9	17,641	1,007	54,596	7,356	62	1	332	16,553	9,134	9,222	4	1	243	577	5,430	9,621	0	0	10	4,116	17,139	47,848	1	0	50	20	6,976	6,543	4	5	620	2,372	4,832	5,802	4	15	1	257	2,270	19,486	15	1	6	64	2,733	17,379	16	2	13	104	12,921	23,475	0	0	7	7,074	58,045	28,018	2	2	4	67	5	2,495	0	0	0	435	60,497	10,949	683	339	136	9,390
"Aegilops tauschii subsp. strangulata"	0	0	11	2	4	45	2	0	0	1	5	0	0	1	936	0	0	0	1	0	0	0	1	0	40	2	3	5	1	2	0	0	7	2	0	4	0	4	4	49	1	0	3	2	32	3	14	0	0	2	5	642	0	0	2	10	12	330	1	2	17	15	158	177	0	0	0	0	5	0	0	3	26	31	1	0	1	0	1	97	1	0	3	0	53	37	8	0	0
"Bacteroides fragilis CL03T12C07"	0	64	1	0	0	3	0	0	0	0	0	1	0	113	0	0	23	8	0	0	0	0	0	0	0	0	0	0	0	2	1	92	3	0	74	5	4	221	29	0	0	24	1	67	1	0	7	23	2	228	6	0	69	57	1	74	7	0	16	50	1	14	0	0	0	26	0	6	1	0	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"uncultured Muribaculaceae bacterium"	15,046	2,716	0	0	0	1	10,524	4,413	6	0	70	3,125	6,043	4,997	1	0	0	0	17,607	1,585	0	0	643	16,043	14,806	1,837	35	4	0	17,622	49,849	24,294	57	1	0	3,473	14,201	34,705	430	1	0	1	55,267	27,732	23	0	1	3,460	34,327	11,406	82	0	0	0	103,985	11,638	156	1	8	0	12,804	14	2	0	0	1	69,413	1,616	0	1	1	0	13,476	1	3	0	0	5	22,919	50,945	101	2	0	0	41,679	15,760	70	0	0
"Candidatus Brevundimonas colombiensis"	2	1	3	6	0	3	2	4	10	0	4	0	9	2	7	22	1	5	1	4	2	10	3	2	0	6	1	1	5	7	4	2	2	1	1	7	0	0	10	1	1	1	1	1	2	0	0	3	6	4	4	0	2	1	3	2	19	5	0	2	2	12	0	2	6	2	14	2	19	15	22	0	3	8	4	0	4	3	3	0	0	0	1	0	0	1	0	0	0
"Triticum urartu"	0	0	3	0	0	19	0	0	0	0	2	0	0	0	308	0	1	0	0	0	0	0	0	0	20	1	2	0	0	0	0	0	1	0	0	1	1	1	0	19	0	0	1	0	8	1	2	0	0	1	3	220	0	2	1	1	1	116	0	0	5	10	52	52	0	0	0	1	0	0	0	1	8	7	0	0	0	0	1	31	0	0	0	0	16	13	2	0	0
"Zea mays"	0	1	2	3	8	123	1	2	4	0	8	1	2	24	9	8	0	3	2	39	9	0	0	0	9	5	5	2	7	6	3	1	7	15	1	39	20	10	29	515	2	0	5	4	13	8	4	1	4	18	1,485	10	0	2	11	1	34	16	4	221	4,758	10	116	77	2	1	0	0	0	0	2	148	5	66	1	0	2	2	57	7	12	1	2	3	18	3	2,069	0	3
"Staphylococcus epidermidis"	21	0	2	1	0	25	4	20	11	0	2	1	4	2	18	54	0	0	0	3	0	6	23	0	2	2	4	1	2	4	2	138	1	1	1	7	3	2	7	0	0	1	2	2	0	1	2	0	0	0	2	1	1	3	4	26	18	1	0	9	0	10	3	5	3	0	6	1	4	81	28	6	20	3	0	1	2	4	24	6	6	1	7	0	5	10	0	0	3
"Canis lupus familiaris"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	7	0	1,170	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	1	0	0	1	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hordeum vulgare subsp. vulgare"	4	26	141	15	16	997	671	12	35	0	353	1	30	19	47	20	9	3	3	45	83	1	3	3	212	121	8	153	24	25	4	19	616	344	1	95	5	54	35	2,625	14	0	26	59	1,329	54	398	159	4	761	581	88	5	6	9	1,757	21	1,247	18	151	432	9	1,185	35,152	18	0	2	1	0	0	11	63	12	5,061	86	2	9	3	8	76	0	1	10	19	2,818	8,731	1,633	5	6
