scientific_name	DE-14644-S2_cleaned	DE-14645-S2_cleaned	DE-14646-S2_cleaned	DE-14647-S2_bleu_CB_2603_S4	DE-14648-S2_bleu_CB_2803_S5	DE-14649-S2_bleu_CB_3103_S6	DE-14650-S2_bleu_M9_CA_1703_S7	DE-14651-S2_bleu_M9_CA_2203_S8	DE-14652-S2_bleu_M9_CA_2403_S9	DE-14653-S2_bleu_M9_CA_2603_S10	DE-14654-S2_bleu_M9_CA_2803_S11	DE-14655-S2_bleu_M9_CA_3103_S12	DE-14656-S5_SM_CB_1703_S13	DE-14657-S5_SM_CB_2203_S14	DE-14658-S5_SM_CB_2403_S15	DE-14659-S5_SM_CB_2603_S16	DE-14660-S5_SM_CB_2803_S17	DE-14661-S5_SM_CB_3103_S18	DE-14662-S5_SM_M12_CA_1703_S19	DE-14663-S5_SM_M12_CA_2203_S20	DE-14664-S5_SM_M12_CA_2403_S21	DE-14665-S5_SM_M12_CA_2603_S22	DE-14666-S5_SM_M12_CA_2803_S23	DE-14667-S5_SM_M12_CA_3103_S24	DE-14668-S3_noir_M10_CA_1703_S25	DE-14669-S3_noir_M10_CA_2203_S26	DE-14670-S3_noir_M10_CA_2403_S27	DE-14671-S3_noir_M10_CA_2603_S28	DE-14672-S3_noir_M10_CA_2803_S29	DE-14673-S3_noir_M10_CA_3103_S30	DE-14674-S2_bleu_CF_1703_S31	DE-14675-S2_bleu_CF_2203_S32	DE-14676-S2_bleu_CF_2403_S33	DE-14677-S2_bleu_CF_2603_S34	DE-14678-S2_bleu_CF_2803_S35	DE-14679-S2_bleu_CF_3103_S36	DE-14680-S2_bleu_M9_CE_1703_S37	DE-14681-S2_bleu_M9_CE_2203_S38	DE-14682-S2_bleu_M9_CE_2403_S39	DE-14683-S2_bleu_M9_CE_2603_S40	DE-14684-S2_bleu_M9_CE_2803_S41	DE-14685-S2_bleu_M9_CE_3103_S42	DE-14686-S5_SM_CF_1703_S43	DE-14687-S5_SM_CF_2203_S44	DE-14688-S5_SM_CF_2403_S45	DE-14689-S5_SM_CF_2603_S46	DE-14690-S5_SM_CF_2803_S47	DE-14691-S5_SM_CF_3103_S48	DE-14692-S5_SM_M12_CE_1703_S49	DE-14693-S5_SM_M12_CE_2203_S50	DE-14694-S5_SM_M12_CE_2403_S51	DE-14695-S5_SM_M12_CE_2603_S52	DE-14696-S5_SM_M12_CE_2803_S53	DE-14697-S5_SM_M12_CE_3103_S54	DE-14698-S3_noir_M10_CE_1703_S55	DE-14699-S3_noir_M10_CE_2203_S56	DE-14700-S3_noir_M10_CE_2403_S57	DE-14701-S3_noir_M10_CE_2603_S58	DE-14702-S3_noir_M10_CE_2803_S59	DE-14703-S3_noir_M10_CE_3103_S60	DE-14704-S4_rose_CD_1703_S61	DE-14705-S4_rose_CD_2203_S62	DE-14706-S4_rose_CD_2403_S63	DE-14707-S4_rose_CD_2603_S64	DE-14708-S4_rose_CD_2803_S65	DE-14709-S4_rose_CD_3103_S66	DE-14710-S3_noir_CD_1703_S67	DE-14711-S3_noir_CD_2203_S68	DE-14712-S3_noir_CD_2403_S69	DE-14713-S3_noir_CD_2603_S70	DE-14714-S3_noir_CD_2803_S71	DE-14715-S3_noir_CD_3103_S72	DE-14716-S5_SM_M12_CC_1703_S73	DE-14717-S5_SM_M12_CC_2203_S74	DE-14718-S5_SM_M12_CC_2403_S75	DE-14719-S5_SM_M12_CC_2603_S76	DE-14720-S5_SM_M12_CC_3103_S78	DE-14721-S5_SM_M12_CC_2803_S77	DE-14722-S2_bleu_M9_CC_1703_S79	DE-14723-S2_bleu_M9_CC_2203_S80	DE-14724-S2_bleu_M9_CC_2403_S81	DE-14725-S2_bleu_M9_CC_2603_S82	DE-14726-S2_bleu_M9_CC_2803_S83	DE-14727-S2_bleu_M9_CC_3103_S84	DE-14728-S3_noir_M10_CC_1703_S85	DE-14729-S3_noir_M10_CC_2203_S86	DE-14730-S3_noir_M10_CC_2403_S87	DE-14732-S3_noir_M10_CC_2803_S88	DE-14733-S3_noir_M10_CC_3103_S89
Bacteroides nordii	2710.0	5274.0	0.0	0.0	0.0	11.0	2626.0	1546.0	0.0	0.0	5.0	6354.0	1500.0	304.0	1.0	1.0	0.0	2.0	3177.0	4410.0	0.0	0.0	1911.0	8236.0	13812.0	316.0	0.0	3.0	1.0	21443.0	17855.0	538.0	12.0	0.0	0.0	0.0	3642.0	1890.0	92.0	0.0	0.0	0.0	9741.0	2780.0	6.0	2.0	0.0	1.0	11034.0	63.0	3.0	0.0	0.0	1.0	11843.0	398.0	27.0	0.0	1.0	0.0	5204.0	19.0	0.0	1.0	1.0	1.0	7495.0	31.0	0.0	0.0	1.0	1.0	20976.0	2.0	0.0	1.0	0.0	0.0	7380.0	683.0	19.0	0.0	0.0	0.0	29149.0	3492.0	10.0	0.0	0.0
Bacteroides ovatus	285.0	2138.0	14.0	0.0	4522.0	4309.0	483.0	1751.0	11.0	103.0	2630.0	184.0	71.0	701.0	3.0	1.0	4275.0	4500.0	1222.0	2980.0	2.0	783.0	1532.0	408.0	704.0	1948.0	5.0	1.0	1405.0	565.0	1491.0	840.0	37.0	1.0	709.0	603.0	1685.0	1334.0	536.0	5.0	2915.0	2795.0	1138.0	2939.0	26.0	0.0	981.0	206.0	1409.0	3904.0	139.0	1.0	3533.0	5775.0	1501.0	1444.0	194.0	2.0	3838.0	3768.0	551.0	16.0	3.0	3.0	95.0	864.0	1088.0	438.0	9.0	5.0	826.0	498.0	2281.0	2.0	4.0	0.0	1318.0	1211.0	320.0	908.0	7.0	0.0	1493.0	517.0	3713.0	7523.0	107.0	360.0	935.0
Bacteroides ovatus V975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	2.0	3.0
Bacteroides phage BF1-TP2	0.0	12.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	3.0	0.0	12.0	3.0	1.0	71.0	64.0	0.0	0.0	5.0	0.0	20.0	0.0	0.0	2.0	3.0	0.0	34.0	4.0	0.0	7.0	5.0	0.0	20.0	23.0	0.0	5.0	2.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroides phage BKO1-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroides phage C1_85S2P	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	13.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	1.0	0.0	0.0
Bacteroides pyogenes	17.0	49.0	0.0	0.0	3.0	56.0	32.0	96.0	0.0	0.0	9.0	8.0	8.0	5.0	0.0	0.0	1.0	8.0	54.0	136.0	0.0	0.0	79.0	25.0	78.0	55.0	2.0	0.0	1.0	109.0	162.0	47.0	3.0	0.0	1.0	117.0	100.0	34.0	25.0	0.0	0.0	3.0	59.0	40.0	0.0	3.0	0.0	6.0	114.0	21.0	6.0	0.0	1.0	1.0	225.0	12.0	3.0	1.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	1.0	40.0	3.0	0.0	1.0	0.0	1.0	109.0	0.0	0.0	0.0	2.0	0.0	31.0	61.0	1.0	0.0	3.0	0.0	349.0	66.0	0.0	0.0	1.0
Bacteroides reticulotermitis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroides reticulotermitis JCM 10512	0.0	34.0	5.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	19.0	10.0	1.0	1.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	5.0	4.0	4.0	71.0	2.0	0.0	50.0	5.0	0.0	151.0	22.0	0.0	0.0	21.0	1.0	55.0	1.0	0.0	2.0	12.0	0.0	143.0	4.0	0.0	39.0	53.0	1.0	72.0	7.0	0.0	14.0	24.0	0.0	4.0	0.0	0.0	0.0	16.0	1.0	2.0	0.0	1.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0
Bacteroides salyersiae	42.0	39.0	0.0	0.0	18.0	77.0	37.0	43.0	0.0	0.0	69.0	75.0	14.0	9.0	0.0	1.0	10.0	58.0	57.0	61.0	0.0	16.0	196.0	181.0	65.0	62.0	0.0	0.0	39.0	129.0	73.0	10.0	1.0	0.0	12.0	9.0	67.0	18.0	7.0	0.0	21.0	20.0	52.0	33.0	0.0	1.0	30.0	7.0	59.0	13.0	1.0	0.0	13.0	20.0	96.0	9.0	6.0	0.0	16.0	22.0	59.0	0.0	0.0	0.0	7.0	24.0	68.0	6.0	0.0	0.0	18.0	4.0	174.0	0.0	0.0	0.0	12.0	23.0	28.0	34.0	0.0	0.0	27.0	2.0	138.0	36.0	0.0	9.0	20.0
Bacteroides sedimenti	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroides sp.	5.0	28.0	0.0	0.0	0.0	145.0	1.0	69.0	0.0	0.0	75.0	26.0	1.0	4.0	0.0	0.0	0.0	62.0	2.0	122.0	0.0	0.0	209.0	21.0	9.0	104.0	0.0	0.0	38.0	101.0	8.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	17.0	12.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	11.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	15.0	5.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	1.0	33.0	0.0	0.0	0.0	0.0	16.0	37.0	0.0	0.0	0.0
Bacteroides sp. A1C1	22.0	298.0	0.0	0.0	0.0	1257.0	6.0	521.0	0.0	4.0	713.0	286.0	12.0	45.0	0.0	0.0	0.0	559.0	48.0	919.0	0.0	0.0	2107.0	206.0	24.0	849.0	0.0	0.0	251.0	845.0	37.0	3.0	1.0	0.0	0.0	0.0	22.0	17.0	0.0	0.0	0.0	0.0	95.0	180.0	0.0	0.0	0.0	0.0	32.0	16.0	0.0	0.0	0.0	0.0	28.0	106.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	95.0	13.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	11.0	265.0	1.0	0.0	0.0	0.0	144.0	443.0	0.0	0.0	0.0
Bacteroides sp. CACC 737	50.0	481.0	0.0	0.0	0.0	849.0	14.0	718.0	0.0	1.0	778.0	286.0	14.0	40.0	0.0	0.0	0.0	378.0	58.0	1394.0	0.0	3.0	1609.0	145.0	73.0	847.0	0.0	0.0	181.0	1151.0	40.0	8.0	0.0	0.0	0.0	0.0	29.0	11.0	1.0	0.0	0.0	0.0	117.0	222.0	0.0	0.0	0.0	0.0	39.0	8.0	0.0	0.0	0.0	0.0	33.0	103.0	1.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	89.0	15.0	0.0	0.0	0.0	0.0	143.0	0.0	0.0	0.0	0.0	0.0	10.0	239.0	0.0	0.0	0.0	0.0	218.0	538.0	0.0	0.0	0.0
Bacteroides sp. CG01	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	7.0	3.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	9.0	2.0	0.0	0.0	0.0
Bacteroides sp. D2	0.0	15.0	0.0	0.0	7.0	25.0	0.0	19.0	0.0	1.0	22.0	0.0	0.0	1.0	0.0	0.0	7.0	13.0	3.0	18.0	0.0	4.0	12.0	8.0	0.0	11.0	0.0	0.0	10.0	5.0	5.0	4.0	1.0	0.0	4.0	4.0	3.0	16.0	5.0	0.0	2.0	8.0	1.0	13.0	0.0	0.0	11.0	3.0	8.0	20.0	0.0	0.0	11.0	7.0	5.0	9.0	3.0	1.0	6.0	8.0	2.0	0.0	0.0	0.0	5.0	17.0	3.0	5.0	0.0	0.0	11.0	10.0	6.0	0.0	0.0	0.0	7.0	17.0	0.0	6.0	0.0	0.0	19.0	6.0	11.0	40.0	1.0	4.0	10.0
Bacteroides sp. DH3716P	4.0	39.0	0.0	0.0	16.0	127.0	12.0	49.0	2.0	1.0	46.0	5.0	1.0	22.0	0.0	0.0	28.0	38.0	22.0	76.0	0.0	11.0	65.0	29.0	19.0	45.0	0.0	0.0	28.0	32.0	26.0	282.0	14.0	0.0	21.0	42.0	23.0	31.0	29.0	0.0	20.0	15.0	25.0	223.0	3.0	0.0	508.0	78.0	25.0	248.0	6.0	0.0	20.0	29.0	27.0	32.0	6.0	1.0	6.0	21.0	9.0	3.0	0.0	0.0	0.0	35.0	15.0	24.0	0.0	0.0	20.0	21.0	45.0	0.0	0.0	0.0	42.0	40.0	5.0	26.0	0.0	0.0	23.0	10.0	73.0	434.0	8.0	7.0	33.0
Bacteroides sp. HF-162	6.0	73.0	0.0	0.0	0.0	330.0	4.0	139.0	0.0	0.0	183.0	75.0	7.0	11.0	0.0	0.0	0.0	150.0	17.0	268.0	0.0	0.0	639.0	50.0	15.0	263.0	0.0	0.0	53.0	223.0	18.0	8.0	0.0	0.0	0.0	0.0	1.0	12.0	5.0	0.0	0.0	0.0	47.0	51.0	0.0	0.0	0.0	0.0	6.0	8.0	1.0	0.0	0.0	0.0	8.0	33.0	3.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	25.0	4.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	4.0	81.0	0.0	0.0	0.0	0.0	44.0	113.0	0.0	0.0	0.0
Bacteroides sp. KFT8	72.0	587.0	3.0	0.0	182.0	2536.0	33.0	925.0	1.0	6.0	1470.0	418.0	29.0	134.0	1.0	1.0	182.0	1210.0	144.0	1479.0	0.0	102.0	3903.0	397.0	123.0	1747.0	0.0	1.0	634.0	1200.0	161.0	1103.0	53.0	0.0	152.0	170.0	127.0	210.0	67.0	1.0	86.0	103.0	303.0	877.0	10.0	0.0	1950.0	362.0	130.0	262.0	8.0	0.0	103.0	185.0	161.0	245.0	13.0	0.0	104.0	128.0	79.0	3.0	0.0	1.0	10.0	174.0	230.0	42.0	0.0	0.0	126.0	113.0	280.0	0.0	0.0	0.0	174.0	173.0	31.0	621.0	2.0	0.0	195.0	26.0	458.0	1436.0	13.0	51.0	159.0
Bacteroides sp. KG123	3.0	5.0	0.0	0.0	0.0	39.0	0.0	9.0	0.0	0.0	12.0	6.0	0.0	1.0	0.0	0.0	0.0	18.0	3.0	26.0	0.0	0.0	61.0	10.0	3.0	18.0	0.0	0.0	16.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0	4.0	20.0	0.0	0.0	0.0
Bacteroides sp. M10	0.0	17.0	0.0	0.0	2.0	18.0	1.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	2.0	9.0	0.0	2.0	8.0	2.0	0.0	3.0	0.0	0.0	4.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	1.0	10.0	0.0	0.0	1.0	0.0	2.0	9.0	0.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	28.0	1.0	2.0	0.0
Bacteroides sp. ZJ-18	0.0	9.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	2.0	0.0	10.0	1.0	0.0	27.0	7.0	0.0	0.0	3.0	1.0	14.0	0.0	0.0	2.0	6.0	0.0	37.0	2.0	0.0	5.0	11.0	0.0	12.0	2.0	0.0	3.0	4.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroides stercorirosoris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Bacteroides stercoris	22.0	695.0	23.0	0.0	0.0	243.0	125.0	179.0	0.0	0.0	170.0	92.0	3.0	162.0	0.0	3.0	207.0	186.0	90.0	199.0	0.0	53.0	377.0	143.0	403.0	217.0	4.0	1.0	154.0	179.0	416.0	1053.0	34.0	0.0	595.0	153.0	125.0	2457.0	405.0	0.0	0.0	286.0	131.0	921.0	4.0	0.0	92.0	143.0	123.0	2094.0	53.0	0.0	428.0	571.0	368.0	813.0	95.0	0.0	155.0	324.0	63.0	75.0	1.0	0.0	8.0	312.0	125.0	69.0	14.0	0.0	96.0	75.0	290.0	0.0	0.0	2.0	79.0	64.0	87.0	396.0	2.0	0.0	99.0	6.0	41.0	210.0	0.0	36.0	64.0
Bacteroides stercoris ATCC 43183	2.0	17.0	0.0	0.0	0.0	32.0	0.0	10.0	0.0	1.0	23.0	13.0	0.0	1.0	0.0	0.0	1.0	30.0	5.0	25.0	0.0	0.0	64.0	5.0	0.0	29.0	0.0	0.0	6.0	28.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	10.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0	3.0	0.0
Bacteroides thetaiotaomicron	1342.0	3064.0	21.0	0.0	241.0	2131.0	2414.0	2324.0	25.0	16.0	3752.0	2859.0	175.0	1114.0	3.0	1.0	228.0	769.0	4193.0	3492.0	1.0	227.0	2968.0	4948.0	2753.0	1194.0	19.0	2.0	633.0	28967.0	3639.0	965.0	57.0	1.0	577.0	372.0	3932.0	1639.0	668.0	0.0	67.0	171.0	3255.0	3089.0	27.0	0.0	533.0	130.0	3495.0	1542.0	118.0	1.0	237.0	338.0	3933.0	593.0	117.0	1.0	156.0	236.0	1658.0	21.0	0.0	0.0	38.0	470.0	2998.0	280.0	8.0	3.0	364.0	265.0	5651.0	2.0	4.0	0.0	463.0	402.0	998.0	971.0	11.0	0.0	615.0	30.0	7892.0	3599.0	60.0	143.0	405.0
Bacteroides uniformis	3117.0	32673.0	2.0	0.0	35.0	137755.0	1111.0	54349.0	2.0	296.0	83235.0	27681.0	1231.0	5271.0	2.0	3.0	2.0	58396.0	5783.0	101027.0	0.0	117.0	221725.0	19495.0	4439.0	94803.0	9.0	32.0	29411.0	89727.0	5000.0	798.0	2.0	1.0	13.0	15.0	2533.0	1241.0	58.0	4.0	0.0	9.0	13371.0	18790.0	24.0	3.0	3.0	5.0	3499.0	1504.0	33.0	2.0	11.0	15.0	4051.0	11260.0	33.0	1.0	8.0	14.0	3875.0	2.0	1.0	0.0	2.0	6.0	10759.0	1818.0	0.0	10.0	1.0	1.0	9612.0	4.0	0.0	0.0	0.0	0.0	1958.0	31625.0	1.0	2.0	3.0	0.0	15812.0	45260.0	43.0	0.0	0.0
Bacteroides uniformis CL03T12C37	215.0	2264.0	0.0	0.0	0.0	10702.0	65.0	3972.0	0.0	29.0	7029.0	2026.0	78.0	442.0	0.0	0.0	0.0	4409.0	404.0	7141.0	1.0	12.0	14327.0	1320.0	322.0	8962.0	0.0	3.0	2424.0	6915.0	379.0	53.0	0.0	0.0	0.0	1.0	167.0	61.0	2.0	0.0	0.0	0.0	948.0	1311.0	0.0	1.0	0.0	0.0	274.0	105.0	0.0	0.0	0.0	0.0	278.0	757.0	3.0	0.0	0.0	0.0	271.0	1.0	0.0	0.0	0.0	0.0	673.0	99.0	0.0	0.0	0.0	0.0	690.0	0.0	0.0	0.0	0.0	0.0	114.0	2470.0	0.0	0.0	0.0	0.0	1121.0	3411.0	2.0	0.0	0.0
Bacteroides xylanisolvens	384.0	9427.0	104.0	1.0	13299.0	19082.0	492.0	14037.0	107.0	644.0	16457.0	1254.0	51.0	1798.0	12.0	26.0	12972.0	15565.0	1479.0	13383.0	14.0	6895.0	13754.0	2063.0	729.0	10692.0	51.0	19.0	15759.0	3658.0	1679.0	20304.0	771.0	6.0	10278.0	8939.0	1904.0	11028.0	4168.0	15.0	9304.0	9017.0	1462.0	20893.0	288.0	2.0	39533.0	7089.0	1326.0	17772.0	618.0	4.0	11091.0	18570.0	1488.0	4981.0	680.0	7.0	11548.0	12235.0	631.0	158.0	0.0	8.0	1352.0	11358.0	1405.0	2554.0	79.0	19.0	9506.0	6803.0	2486.0	9.0	42.0	2.0	12955.0	12312.0	409.0	8743.0	66.0	2.0	14994.0	1866.0	4232.0	35722.0	571.0	4420.0	10541.0
Bacteroides xylanisolvens XB1A	0.0	28.0	0.0	0.0	19.0	225.0	2.0	46.0	0.0	0.0	16.0	5.0	2.0	5.0	0.0	0.0	1.0	101.0	5.0	23.0	0.0	0.0	60.0	49.0	7.0	10.0	0.0	1.0	9.0	71.0	1.0	10.0	1.0	0.0	4.0	2.0	8.0	19.0	24.0	0.0	3.0	3.0	5.0	59.0	2.0	0.0	14.0	3.0	6.0	47.0	0.0	0.0	3.0	0.0	9.0	5.0	0.0	0.0	3.0	4.0	7.0	0.0	0.0	0.0	0.0	1.0	9.0	8.0	0.0	0.0	4.0	0.0	9.0	0.0	0.0	0.0	6.0	4.0	3.0	6.0	0.0	0.0	4.0	0.0	18.0	209.0	1.0	0.0	1.0
Bacteroides zhangwenhongii	215.0	160.0	0.0	0.0	3.0	58.0	182.0	78.0	0.0	0.0	62.0	13.0	39.0	60.0	0.0	0.0	2.0	49.0	285.0	168.0	0.0	0.0	95.0	24.0	172.0	226.0	0.0	0.0	10.0	62.0	381.0	60.0	0.0	0.0	1.0	7.0	357.0	16.0	10.0	0.0	3.0	3.0	512.0	117.0	1.0	0.0	6.0	0.0	226.0	104.0	3.0	0.0	2.0	9.0	388.0	32.0	2.0	0.0	2.0	6.0	295.0	0.0	0.0	0.0	0.0	3.0	242.0	3.0	0.0	0.0	2.0	0.0	511.0	0.0	0.0	0.0	2.0	1.0	113.0	37.0	1.0	0.0	7.0	0.0	592.0	114.0	1.0	1.0	2.0
